"","treatment","jar_id","day","site","jar_count","replicate","count","is_decreasing","is_all_decreasing"
"449","14C",1,10,"CI20",95,421,7,TRUE,TRUE
"450","14C",1,14,"CI20",89,421,5,TRUE,TRUE
"451","14C",1,1,"CI20",599,428,38,TRUE,TRUE
"452","20C",1,1,"CI20",545,428,38,TRUE,TRUE
"453","14C",1,4,"CI20",324,428,16,TRUE,TRUE
"454","14C",1,7,"CI20",135,428,8,TRUE,TRUE
"455","14C",1,10,"CI20",115,428,7,TRUE,TRUE
"456","14C",1,14,"CI20",109,428,5,TRUE,TRUE
"457","14C",1,1,"CI20",602,430,38,TRUE,TRUE
"458","20C",1,1,"CI20",434,430,38,TRUE,TRUE
"459","14C",1,4,"CI20",355,430,16,TRUE,TRUE
"460","14C",1,7,"CI20",218,430,8,TRUE,TRUE
"461","14C",1,10,"CI20",87,430,7,TRUE,TRUE
"462","14C",1,14,"CI20",78,430,5,TRUE,TRUE
"463","14C",1,1,"CI20",910,431,38,TRUE,TRUE
"464","20C",1,1,"CI20",581,431,38,TRUE,TRUE
"465","14C",1,4,"CI20",382,431,16,TRUE,TRUE
"466","14C",1,7,"CI20",122,431,8,TRUE,TRUE
"467","14C",1,10,"CI20",96,431,7,TRUE,TRUE
"468","14C",1,14,"CI20",68,431,5,TRUE,TRUE
"469","14C",1,1,"CI20",717,440,38,TRUE,TRUE
"470","20C",1,1,"CI20",612,440,38,TRUE,TRUE
"471","14C",1,4,"CI20",400,440,16,TRUE,TRUE
"472","14C",1,7,"CI20",205,440,8,TRUE,TRUE
"473","14C",1,10,"CI20",140,440,7,TRUE,TRUE
"474","14C",1,14,"CI20",82,440,5,TRUE,TRUE
"475","14C",1,1,"CI20",721,448,38,TRUE,TRUE
"476","20C",1,1,"CI20",551,448,38,TRUE,TRUE
"477","14C",1,4,"CI20",275,448,16,TRUE,TRUE
"478","14C",1,7,"CI20",144,448,8,TRUE,TRUE
"479","14C",1,10,"CI20",109,448,7,TRUE,TRUE
"480","14C",1,14,"CI20",107,448,5,TRUE,TRUE
"481","14C",1,1,"CI20",705,449,38,TRUE,TRUE
"482","20C",1,1,"CI20",659,449,38,TRUE,TRUE
"483","14C",1,4,"CI20",264,449,16,TRUE,TRUE
"484","14C",1,7,"CI20",143,449,8,TRUE,TRUE
"485","14C",1,10,"CI20",129,449,7,TRUE,TRUE
"486","14C",1,14,"CI20",128,449,5,TRUE,TRUE
"487","14C",1,1,"CI20",774,450,38,TRUE,TRUE
"488","20C",1,1,"CI20",528,450,38,TRUE,TRUE
"489","14C",1,4,"CI20",377,450,16,TRUE,TRUE
"490","14C",1,7,"CI20",222,450,8,TRUE,TRUE
"491","14C",1,10,"CI20",213,450,7,TRUE,TRUE
"492","14C",1,14,"CI20",102,450,5,TRUE,TRUE
"493","14C",1,1,"CI20",484,452,38,TRUE,TRUE
"494","20C",1,1,"CI20",402,452,38,TRUE,TRUE
"495","14C",1,4,"CI20",344,452,16,TRUE,TRUE
"496","14C",1,7,"CI20",104,452,8,TRUE,TRUE
"497","14C",1,10,"CI20",80,452,7,TRUE,TRUE
"498","14C",1,14,"CI20",62,452,5,TRUE,TRUE
"499","14C",1,1,"CI20",756,460,38,TRUE,TRUE
"500","20C",1,1,"CI20",688,460,38,TRUE,TRUE
"501","14C",1,4,"CI20",289,460,16,TRUE,TRUE
"502","14C",1,7,"CI20",213,460,8,TRUE,TRUE
"503","14C",1,10,"CI20",210,460,7,TRUE,TRUE
"504","14C",1,14,"CI20",77,460,5,TRUE,TRUE
"505","14C",1,1,"CI20",610,461,38,TRUE,TRUE
"506","20C",1,1,"CI20",594,461,38,TRUE,TRUE
"507","14C",1,4,"CI20",202,461,16,TRUE,TRUE
"508","14C",1,7,"CI20",171,461,8,TRUE,TRUE
"509","14C",1,10,"CI20",133,461,7,TRUE,TRUE
"510","14C",1,14,"CI20",94,461,5,TRUE,TRUE
"511","14C",1,1,"CI20",763,467,38,TRUE,TRUE
"512","20C",1,1,"CI20",515,467,38,TRUE,TRUE
"513","14C",1,4,"CI20",376,467,16,TRUE,TRUE
"514","14C",1,7,"CI20",189,467,8,TRUE,TRUE
"515","14C",1,10,"CI20",155,467,7,TRUE,TRUE
"516","14C",1,14,"CI20",110,467,5,TRUE,TRUE
"517","14C",1,1,"CI20",812,475,38,TRUE,TRUE
"518","20C",1,1,"CI20",605,475,38,TRUE,TRUE
"519","14C",1,4,"CI20",297,475,16,TRUE,TRUE
"520","14C",1,7,"CI20",176,475,8,TRUE,TRUE
"521","14C",1,10,"CI20",86,475,7,TRUE,TRUE
"522","14C",1,14,"CI20",32,475,5,TRUE,TRUE
"523","14C",1,1,"CI20",589,484,38,TRUE,TRUE
"524","20C",1,1,"CI20",571,484,38,TRUE,TRUE
"525","14C",1,4,"CI20",349,484,16,TRUE,TRUE
"526","14C",1,7,"CI20",114,484,8,TRUE,TRUE
"527","14C",1,10,"CI20",84,484,7,TRUE,TRUE
"528","14C",1,14,"CI20",78,484,5,TRUE,TRUE
"529","14C",1,1,"CI20",687,488,38,TRUE,TRUE
"530","20C",1,1,"CI20",483,488,38,TRUE,TRUE
"531","14C",1,4,"CI20",316,488,16,TRUE,TRUE
"532","14C",1,7,"CI20",239,488,8,TRUE,TRUE
"533","14C",1,10,"CI20",203,488,7,TRUE,TRUE
"534","14C",1,14,"CI20",155,488,5,TRUE,TRUE
"535","14C",1,1,"CI20",684,497,38,TRUE,TRUE
"536","20C",1,1,"CI20",644,497,38,TRUE,TRUE
"537","14C",1,4,"CI20",276,497,16,TRUE,TRUE
"538","14C",1,7,"CI20",122,497,8,TRUE,TRUE
"539","14C",1,10,"CI20",82,497,7,TRUE,TRUE
"540","14C",1,14,"CI20",78,497,5,TRUE,TRUE
"541","14C",1,1,"CI20",664,503,38,TRUE,TRUE
"542","20C",1,1,"CI20",563,503,38,TRUE,TRUE
"543","14C",1,4,"CI20",268,503,16,TRUE,TRUE
"544","14C",1,7,"CI20",141,503,8,TRUE,TRUE
"545","14C",1,10,"CI20",130,503,7,TRUE,TRUE
"546","14C",1,14,"CI20",108,503,5,TRUE,TRUE
"547","14C",1,1,"CI20",576,507,38,TRUE,TRUE
"548","20C",1,1,"CI20",550,507,38,TRUE,TRUE
"549","14C",1,4,"CI20",359,507,16,TRUE,TRUE
"550","14C",1,7,"CI20",179,507,8,TRUE,TRUE
"551","14C",1,10,"CI20",100,507,7,TRUE,TRUE
"552","14C",1,14,"CI20",80,507,5,TRUE,TRUE
"553","14C",1,1,"CI20",844,544,38,TRUE,TRUE
"554","20C",1,1,"CI20",664,544,38,TRUE,TRUE
"555","14C",1,4,"CI20",342,544,16,TRUE,TRUE
"556","14C",1,7,"CI20",233,544,8,TRUE,TRUE
"557","14C",1,10,"CI20",124,544,7,TRUE,TRUE
"558","14C",1,14,"CI20",95,544,5,TRUE,TRUE
"559","14C",1,1,"CI20",575,551,38,TRUE,TRUE
"560","20C",1,1,"CI20",525,551,38,TRUE,TRUE
"561","14C",1,4,"CI20",244,551,16,TRUE,TRUE
"562","14C",1,7,"CI20",156,551,8,TRUE,TRUE
"563","14C",1,10,"CI20",129,551,7,TRUE,TRUE
"564","14C",1,14,"CI20",74,551,5,TRUE,TRUE
"565","14C",1,1,"CI20",681,562,38,TRUE,TRUE
"566","20C",1,1,"CI20",579,562,38,TRUE,TRUE
"567","14C",1,4,"CI20",317,562,16,TRUE,TRUE
"568","14C",1,7,"CI20",179,562,8,TRUE,TRUE
"569","14C",1,10,"CI20",112,562,7,TRUE,TRUE
"570","14C",1,14,"CI20",91,562,5,TRUE,TRUE
"571","14C",1,1,"CI20",677,564,38,TRUE,TRUE
"572","20C",1,1,"CI20",472,564,38,TRUE,TRUE
"573","14C",1,4,"CI20",255,564,16,TRUE,TRUE
"574","14C",1,7,"CI20",185,564,8,TRUE,TRUE
"575","14C",1,10,"CI20",132,564,7,TRUE,TRUE
"576","14C",1,14,"CI20",75,564,5,TRUE,TRUE
"577","14C",1,1,"CI20",591,567,38,TRUE,TRUE
"578","20C",1,1,"CI20",549,567,38,TRUE,TRUE
"579","14C",1,4,"CI20",213,567,16,TRUE,TRUE
"580","14C",1,7,"CI20",191,567,8,TRUE,TRUE
"581","14C",1,10,"CI20",133,567,7,TRUE,TRUE
"582","14C",1,14,"CI20",126,567,5,TRUE,TRUE
"583","14C",1,1,"CI20",606,573,38,TRUE,TRUE
"584","20C",1,1,"CI20",489,573,38,TRUE,TRUE
"585","14C",1,4,"CI20",348,573,16,TRUE,TRUE
"586","14C",1,7,"CI20",146,573,8,TRUE,TRUE
"587","14C",1,10,"CI20",105,573,7,TRUE,TRUE
"588","14C",1,14,"CI20",66,573,5,TRUE,TRUE
"589","14C",1,1,"CI20",762,578,38,TRUE,TRUE
"590","20C",1,1,"CI20",673,578,38,TRUE,TRUE
"591","14C",1,4,"CI20",292,578,16,TRUE,TRUE
"592","14C",1,7,"CI20",143,578,8,TRUE,TRUE
"593","14C",1,10,"CI20",113,578,7,TRUE,TRUE
"594","14C",1,14,"CI20",56,578,5,TRUE,TRUE
"595","14C",1,1,"CI20",580,581,38,TRUE,TRUE
"596","20C",1,1,"CI20",527,581,38,TRUE,TRUE
"597","14C",1,4,"CI20",226,581,16,TRUE,TRUE
"598","14C",1,7,"CI20",144,581,8,TRUE,TRUE
"599","14C",1,10,"CI20",115,581,7,TRUE,TRUE
"600","14C",1,14,"CI20",98,581,5,TRUE,TRUE
"601","14C",1,1,"CI20",662,602,38,TRUE,TRUE
"602","20C",1,1,"CI20",648,602,38,TRUE,TRUE
"603","14C",1,4,"CI20",315,602,16,TRUE,TRUE
"604","14C",1,7,"CI20",146,602,8,TRUE,TRUE
"605","14C",1,10,"CI20",96,602,7,TRUE,TRUE
"606","14C",1,14,"CI20",60,602,5,TRUE,TRUE
"607","14C",1,1,"CI20",815,613,38,TRUE,TRUE
"608","20C",1,1,"CI20",639,613,38,TRUE,TRUE
"609","14C",1,4,"CI20",335,613,16,TRUE,TRUE
"610","14C",1,7,"CI20",120,613,8,TRUE,TRUE
"611","14C",1,10,"CI20",118,613,7,TRUE,TRUE
"612","14C",1,14,"CI20",74,613,5,TRUE,TRUE
"613","14C",1,1,"CI20",691,614,38,TRUE,TRUE
"614","20C",1,1,"CI20",489,614,38,TRUE,TRUE
"615","14C",1,4,"CI20",179,614,16,TRUE,TRUE
"616","14C",1,7,"CI20",151,614,8,TRUE,TRUE
"617","14C",1,10,"CI20",124,614,7,TRUE,TRUE
"618","14C",1,14,"CI20",70,614,5,TRUE,TRUE
"619","14C",1,1,"CI20",763,620,38,TRUE,TRUE
"620","20C",1,1,"CI20",516,620,38,TRUE,TRUE
"621","14C",1,4,"CI20",254,620,16,TRUE,TRUE
"622","14C",1,7,"CI20",200,620,8,TRUE,TRUE
"623","14C",1,10,"CI20",179,620,7,TRUE,TRUE
"624","14C",1,14,"CI20",105,620,5,TRUE,TRUE
"625","14C",1,1,"CI20",601,621,38,TRUE,TRUE
"626","20C",1,1,"CI20",600,621,38,TRUE,TRUE
"627","14C",1,4,"CI20",266,621,16,TRUE,TRUE
"628","14C",1,7,"CI20",154,621,8,TRUE,TRUE
"629","14C",1,10,"CI20",137,621,7,TRUE,TRUE
"630","14C",1,14,"CI20",120,621,5,TRUE,TRUE
"631","14C",1,1,"CI20",737,629,38,TRUE,TRUE
"632","20C",1,1,"CI20",555,629,38,TRUE,TRUE
"633","14C",1,4,"CI20",229,629,16,TRUE,TRUE
"634","14C",1,7,"CI20",169,629,8,TRUE,TRUE
"635","14C",1,10,"CI20",138,629,7,TRUE,TRUE
"636","14C",1,14,"CI20",81,629,5,TRUE,TRUE
"637","14C",1,1,"CI20",651,633,38,TRUE,TRUE
"638","20C",1,1,"CI20",531,633,38,TRUE,TRUE
"639","14C",1,4,"CI20",346,633,16,TRUE,TRUE
"640","14C",1,7,"CI20",122,633,8,TRUE,TRUE
"641","14C",1,10,"CI20",92,633,7,TRUE,TRUE
"642","14C",1,14,"CI20",90,633,5,TRUE,TRUE
"643","14C",1,1,"CI20",832,641,38,TRUE,TRUE
"644","20C",1,1,"CI20",680,641,38,TRUE,TRUE
"645","14C",1,4,"CI20",261,641,16,TRUE,TRUE
"646","14C",1,7,"CI20",192,641,8,TRUE,TRUE
"647","14C",1,10,"CI20",152,641,7,TRUE,TRUE
"648","14C",1,14,"CI20",113,641,5,TRUE,TRUE
"649","14C",1,1,"CI20",651,652,38,TRUE,TRUE
"650","20C",1,1,"CI20",553,652,38,TRUE,TRUE
"651","14C",1,4,"CI20",312,652,16,TRUE,TRUE
"652","14C",1,7,"CI20",247,652,8,TRUE,TRUE
"653","14C",1,10,"CI20",194,652,7,TRUE,TRUE
"654","14C",1,14,"CI20",80,652,5,TRUE,TRUE
"655","14C",1,1,"CI20",878,656,38,TRUE,TRUE
"656","20C",1,1,"CI20",574,656,38,TRUE,TRUE
"657","14C",1,4,"CI20",193,656,16,TRUE,TRUE
"658","14C",1,7,"CI20",165,656,8,TRUE,TRUE
"659","14C",1,10,"CI20",126,656,7,TRUE,TRUE
"660","14C",1,14,"CI20",125,656,5,TRUE,TRUE
"661","14C",1,1,"CI20",805,657,38,TRUE,TRUE
"662","20C",1,1,"CI20",745,657,38,TRUE,TRUE
"663","14C",1,4,"CI20",372,657,16,TRUE,TRUE
"664","14C",1,7,"CI20",207,657,8,TRUE,TRUE
"665","14C",1,10,"CI20",194,657,7,TRUE,TRUE
"666","14C",1,14,"CI20",101,657,5,TRUE,TRUE
"667","14C",1,1,"CI20",677,661,38,TRUE,TRUE
"668","20C",1,1,"CI20",676,661,38,TRUE,TRUE
"669","14C",1,4,"CI20",300,661,16,TRUE,TRUE
"670","14C",1,7,"CI20",124,661,8,TRUE,TRUE
"671","14C",1,10,"CI20",109,661,7,TRUE,TRUE
"672","14C",1,14,"CI20",92,661,5,TRUE,TRUE
"673","14C",1,1,"CI20",731,665,38,TRUE,TRUE
"674","20C",1,1,"CI20",478,665,38,TRUE,TRUE
"675","14C",1,4,"CI20",289,665,16,TRUE,TRUE
"676","14C",1,7,"CI20",127,665,8,TRUE,TRUE
"677","14C",1,10,"CI20",68,665,7,TRUE,TRUE
"678","14C",1,14,"CI20",59,665,5,TRUE,TRUE
"679","14C",1,1,"CI20",785,669,38,TRUE,TRUE
"680","20C",1,1,"CI20",716,669,38,TRUE,TRUE
"681","14C",1,4,"CI20",281,669,16,TRUE,TRUE
"682","14C",1,7,"CI20",153,669,8,TRUE,TRUE
"683","14C",1,10,"CI20",82,669,7,TRUE,TRUE
"684","14C",1,14,"CI20",46,669,5,TRUE,TRUE
"685","14C",1,1,"CI20",628,671,38,TRUE,TRUE
"686","20C",1,1,"CI20",625,671,38,TRUE,TRUE
"687","14C",1,4,"CI20",291,671,16,TRUE,TRUE
"688","14C",1,7,"CI20",156,671,8,TRUE,TRUE
"689","14C",1,10,"CI20",127,671,7,TRUE,TRUE
"690","14C",1,14,"CI20",88,671,5,TRUE,TRUE
"691","14C",1,1,"CI20",570,691,38,TRUE,TRUE
"692","20C",1,1,"CI20",555,691,38,TRUE,TRUE
"693","14C",1,4,"CI20",336,691,16,TRUE,TRUE
"694","14C",1,7,"CI20",136,691,8,TRUE,TRUE
"695","14C",1,10,"CI20",90,691,7,TRUE,TRUE
"696","14C",1,14,"CI20",75,691,5,TRUE,TRUE
"697","14C",1,1,"CI20",668,701,38,TRUE,TRUE
"698","20C",1,1,"CI20",540,701,38,TRUE,TRUE
"699","14C",1,4,"CI20",237,701,16,TRUE,TRUE
"700","14C",1,7,"CI20",150,701,8,TRUE,TRUE
"701","14C",1,10,"CI20",130,701,7,TRUE,TRUE
"702","14C",1,14,"CI20",54,701,5,TRUE,TRUE
"703","14C",1,1,"CI20",716,706,38,TRUE,TRUE
"704","20C",1,1,"CI20",588,706,38,TRUE,TRUE
"705","14C",1,4,"CI20",417,706,16,TRUE,TRUE
"706","14C",1,7,"CI20",178,706,8,TRUE,TRUE
"707","14C",1,10,"CI20",132,706,7,TRUE,TRUE
"708","14C",1,14,"CI20",86,706,5,TRUE,TRUE
"709","14C",1,1,"CI20",681,729,38,TRUE,TRUE
"710","20C",1,1,"CI20",532,729,38,TRUE,TRUE
"711","14C",1,4,"CI20",325,729,16,TRUE,TRUE
"712","14C",1,7,"CI20",118,729,8,TRUE,TRUE
"713","14C",1,10,"CI20",116,729,7,TRUE,TRUE
"714","14C",1,14,"CI20",94,729,5,TRUE,TRUE
"715","14C",1,1,"CI20",600,730,38,TRUE,TRUE
"716","20C",1,1,"CI20",562,730,38,TRUE,TRUE
"717","14C",1,4,"CI20",296,730,16,TRUE,TRUE
"718","14C",1,7,"CI20",287,730,8,TRUE,TRUE
"719","14C",1,10,"CI20",208,730,7,TRUE,TRUE
"720","14C",1,14,"CI20",47,730,5,TRUE,TRUE
"721","14C",1,1,"CI20",779,731,38,TRUE,TRUE
"722","20C",1,1,"CI20",675,731,38,TRUE,TRUE
"723","14C",1,4,"CI20",317,731,16,TRUE,TRUE
"724","14C",1,7,"CI20",233,731,8,TRUE,TRUE
"725","14C",1,10,"CI20",191,731,7,TRUE,TRUE
"726","14C",1,14,"CI20",113,731,5,TRUE,TRUE
"727","14C",1,1,"CI20",744,735,38,TRUE,TRUE
"728","20C",1,1,"CI20",457,735,38,TRUE,TRUE
"729","14C",1,4,"CI20",345,735,16,TRUE,TRUE
"730","14C",1,7,"CI20",107,735,8,TRUE,TRUE
"731","14C",1,10,"CI20",90,735,7,TRUE,TRUE
"732","14C",1,14,"CI20",76,735,5,TRUE,TRUE
"733","14C",1,1,"CI20",667,736,38,TRUE,TRUE
"734","20C",1,1,"CI20",659,736,38,TRUE,TRUE
"735","14C",1,4,"CI20",339,736,16,TRUE,TRUE
"736","14C",1,7,"CI20",142,736,8,TRUE,TRUE
"737","14C",1,10,"CI20",114,736,7,TRUE,TRUE
"738","14C",1,14,"CI20",108,736,5,TRUE,TRUE
"739","14C",1,1,"CI20",694,739,38,TRUE,TRUE
"740","20C",1,1,"CI20",657,739,38,TRUE,TRUE
"741","14C",1,4,"CI20",200,739,16,TRUE,TRUE
"742","14C",1,7,"CI20",171,739,8,TRUE,TRUE
"743","14C",1,10,"CI20",89,739,7,TRUE,TRUE
"744","14C",1,14,"CI20",71,739,5,TRUE,TRUE
"745","14C",1,1,"CI20",803,752,38,TRUE,TRUE
"746","20C",1,1,"CI20",481,752,38,TRUE,TRUE
"747","14C",1,4,"CI20",227,752,16,TRUE,TRUE
"748","14C",1,7,"CI20",179,752,8,TRUE,TRUE
"749","14C",1,10,"CI20",179,752,7,TRUE,TRUE
"750","14C",1,14,"CI20",67,752,5,TRUE,TRUE
"751","14C",1,1,"CI20",746,761,38,TRUE,TRUE
"752","20C",1,1,"CI20",542,761,38,TRUE,TRUE
"753","14C",1,4,"CI20",188,761,16,TRUE,TRUE
"754","14C",1,7,"CI20",181,761,8,TRUE,TRUE
"755","14C",1,10,"CI20",140,761,7,TRUE,TRUE
"756","14C",1,14,"CI20",33,761,5,TRUE,TRUE
"757","14C",1,1,"CI20",763,766,38,TRUE,TRUE
"758","20C",1,1,"CI20",536,766,38,TRUE,TRUE
"759","14C",1,4,"CI20",255,766,16,TRUE,TRUE
"760","14C",1,7,"CI20",129,766,8,TRUE,TRUE
"761","14C",1,10,"CI20",118,766,7,TRUE,TRUE
"762","14C",1,14,"CI20",47,766,5,TRUE,TRUE
"763","14C",1,1,"CI20",774,779,38,TRUE,TRUE
"764","20C",1,1,"CI20",610,779,38,TRUE,TRUE
"765","14C",1,4,"CI20",366,779,16,TRUE,TRUE
"766","14C",1,7,"CI20",145,779,8,TRUE,TRUE
"767","14C",1,10,"CI20",90,779,7,TRUE,TRUE
"768","14C",1,14,"CI20",75,779,5,TRUE,TRUE
"769","14C",1,1,"CI20",735,782,38,TRUE,TRUE
"770","20C",1,1,"CI20",566,782,38,TRUE,TRUE
"771","14C",1,4,"CI20",240,782,16,TRUE,TRUE
"772","14C",1,7,"CI20",110,782,8,TRUE,TRUE
"773","14C",1,10,"CI20",93,782,7,TRUE,TRUE
"774","14C",1,14,"CI20",83,782,5,TRUE,TRUE
"775","14C",1,1,"CI20",736,790,38,TRUE,TRUE
"776","20C",1,1,"CI20",482,790,38,TRUE,TRUE
"777","14C",1,4,"CI20",321,790,16,TRUE,TRUE
"778","14C",1,7,"CI20",163,790,8,TRUE,TRUE
"779","14C",1,10,"CI20",92,790,7,TRUE,TRUE
"780","14C",1,14,"CI20",72,790,5,TRUE,TRUE
"781","14C",1,1,"CI20",729,791,38,TRUE,TRUE
"782","20C",1,1,"CI20",585,791,38,TRUE,TRUE
"783","14C",1,4,"CI20",264,791,16,TRUE,TRUE
"784","14C",1,7,"CI20",138,791,8,TRUE,TRUE
"785","14C",1,10,"CI20",109,791,7,TRUE,TRUE
"786","14C",1,14,"CI20",87,791,5,TRUE,TRUE
"787","14C",1,1,"CI20",532,804,38,TRUE,TRUE
"788","20C",1,1,"CI20",488,804,38,TRUE,TRUE
"789","14C",1,4,"CI20",307,804,16,TRUE,TRUE
"790","14C",1,7,"CI20",204,804,8,TRUE,TRUE
"791","14C",1,10,"CI20",165,804,7,TRUE,TRUE
"792","14C",1,14,"CI20",54,804,5,TRUE,TRUE
"793","14C",1,1,"CI20",602,806,38,TRUE,TRUE
"794","20C",1,1,"CI20",595,806,38,TRUE,TRUE
"795","14C",1,4,"CI20",319,806,16,TRUE,TRUE
"796","14C",1,7,"CI20",169,806,8,TRUE,TRUE
"797","14C",1,10,"CI20",159,806,7,TRUE,TRUE
"798","14C",1,14,"CI20",98,806,5,TRUE,TRUE
"799","14C",1,1,"CI20",714,807,38,TRUE,TRUE
"800","20C",1,1,"CI20",690,807,38,TRUE,TRUE
"801","14C",1,4,"CI20",351,807,16,TRUE,TRUE
"802","14C",1,7,"CI20",160,807,8,TRUE,TRUE
"803","14C",1,10,"CI20",120,807,7,TRUE,TRUE
"804","14C",1,14,"CI20",76,807,5,TRUE,TRUE
"805","14C",1,1,"CI20",702,809,38,TRUE,TRUE
"806","20C",1,1,"CI20",661,809,38,TRUE,TRUE
"807","14C",1,4,"CI20",255,809,16,TRUE,TRUE
"808","14C",1,7,"CI20",165,809,8,TRUE,TRUE
"809","14C",1,10,"CI20",111,809,7,TRUE,TRUE
"810","14C",1,14,"CI20",84,809,5,TRUE,TRUE
"811","14C",1,1,"CI20",758,810,38,TRUE,TRUE
"812","20C",1,1,"CI20",717,810,38,TRUE,TRUE
"813","14C",1,4,"CI20",328,810,16,TRUE,TRUE
"814","14C",1,7,"CI20",148,810,8,TRUE,TRUE
"815","14C",1,10,"CI20",102,810,7,TRUE,TRUE
"816","14C",1,14,"CI20",101,810,5,TRUE,TRUE
"817","14C",1,1,"CI20",668,827,38,TRUE,TRUE
"818","20C",1,1,"CI20",579,827,38,TRUE,TRUE
"819","14C",1,4,"CI20",303,827,16,TRUE,TRUE
"820","14C",1,7,"CI20",166,827,8,TRUE,TRUE
"821","14C",1,10,"CI20",135,827,7,TRUE,TRUE
"822","14C",1,14,"CI20",67,827,5,TRUE,TRUE
"823","14C",1,1,"CI20",1161,828,38,TRUE,TRUE
"824","20C",1,1,"CI20",420,828,38,TRUE,TRUE
"825","14C",1,4,"CI20",160,828,16,TRUE,TRUE
"826","14C",1,7,"CI20",141,828,8,TRUE,TRUE
"827","14C",1,10,"CI20",138,828,7,TRUE,TRUE
"828","14C",1,14,"CI20",111,828,5,TRUE,TRUE
"829","14C",1,1,"CI20",525,829,38,TRUE,TRUE
"830","20C",1,1,"CI20",519,829,38,TRUE,TRUE
"831","14C",1,4,"CI20",276,829,16,TRUE,TRUE
"832","14C",1,7,"CI20",118,829,8,TRUE,TRUE
"833","14C",1,10,"CI20",89,829,7,TRUE,TRUE
"834","14C",1,14,"CI20",88,829,5,TRUE,TRUE
"835","14C",1,1,"CI20",721,839,38,TRUE,TRUE
"836","20C",1,1,"CI20",571,839,38,TRUE,TRUE
"837","14C",1,4,"CI20",228,839,16,TRUE,TRUE
"838","14C",1,7,"CI20",124,839,8,TRUE,TRUE
"839","14C",1,10,"CI20",51,839,7,TRUE,TRUE
"840","14C",1,14,"CI20",37,839,5,TRUE,TRUE
"841","14C",1,1,"CI20",736,848,38,TRUE,TRUE
"842","20C",1,1,"CI20",478,848,38,TRUE,TRUE
"843","14C",1,4,"CI20",228,848,16,TRUE,TRUE
"844","14C",1,7,"CI20",204,848,8,TRUE,TRUE
"845","14C",1,10,"CI20",148,848,7,TRUE,TRUE
"846","14C",1,14,"CI20",118,848,5,TRUE,TRUE
"847","14C",1,1,"CI20",595,857,38,TRUE,TRUE
"848","20C",1,1,"CI20",447,857,38,TRUE,TRUE
"849","14C",1,4,"CI20",285,857,16,TRUE,TRUE
"850","14C",1,7,"CI20",148,857,8,TRUE,TRUE
"851","14C",1,10,"CI20",116,857,7,TRUE,TRUE
"852","14C",1,14,"CI20",88,857,5,TRUE,TRUE
"853","14C",1,1,"CI20",737,864,38,TRUE,TRUE
"854","20C",1,1,"CI20",733,864,38,TRUE,TRUE
"855","14C",1,4,"CI20",276,864,16,TRUE,TRUE
"856","14C",1,7,"CI20",186,864,8,TRUE,TRUE
"857","14C",1,10,"CI20",108,864,7,TRUE,TRUE
"858","14C",1,14,"CI20",93,864,5,TRUE,TRUE
"859","14C",1,1,"CI20",689,877,38,TRUE,TRUE
"860","20C",1,1,"CI20",525,877,38,TRUE,TRUE
"861","14C",1,4,"CI20",348,877,16,TRUE,TRUE
"862","14C",1,7,"CI20",185,877,8,TRUE,TRUE
"863","14C",1,10,"CI20",119,877,7,TRUE,TRUE
"864","14C",1,14,"CI20",103,877,5,TRUE,TRUE
"865","14C",1,1,"CI20",732,878,38,TRUE,TRUE
"866","20C",1,1,"CI20",589,878,38,TRUE,TRUE
"867","14C",1,4,"CI20",290,878,16,TRUE,TRUE
"868","14C",1,7,"CI20",188,878,8,TRUE,TRUE
"869","14C",1,10,"CI20",101,878,7,TRUE,TRUE
"870","14C",1,14,"CI20",79,878,5,TRUE,TRUE
"871","14C",1,1,"CI20",789,881,38,TRUE,TRUE
"872","20C",1,1,"CI20",603,881,38,TRUE,TRUE
"873","14C",1,4,"CI20",235,881,16,TRUE,TRUE
"874","14C",1,7,"CI20",173,881,8,TRUE,TRUE
"875","14C",1,10,"CI20",109,881,7,TRUE,TRUE
"876","14C",1,14,"CI20",109,881,5,TRUE,TRUE
"877","14C",1,1,"CI20",748,883,38,TRUE,TRUE
"878","20C",1,1,"CI20",745,883,38,TRUE,TRUE
"879","14C",1,4,"CI20",173,883,16,TRUE,TRUE
"880","14C",1,7,"CI20",96,883,8,TRUE,TRUE
"881","14C",1,10,"CI20",94,883,7,TRUE,TRUE
"882","14C",1,14,"CI20",74,883,5,TRUE,TRUE
"883","14C",1,1,"CI20",860,887,38,TRUE,TRUE
"884","20C",1,1,"CI20",610,887,38,TRUE,TRUE
"885","14C",1,4,"CI20",241,887,16,TRUE,TRUE
"886","14C",1,7,"CI20",137,887,8,TRUE,TRUE
"887","14C",1,10,"CI20",129,887,7,TRUE,TRUE
"888","14C",1,14,"CI20",66,887,5,TRUE,TRUE
"889","14C",1,1,"CI20",746,893,38,TRUE,TRUE
"890","20C",1,1,"CI20",641,893,38,TRUE,TRUE
"891","14C",1,4,"CI20",483,893,16,TRUE,TRUE
"892","14C",1,7,"CI20",225,893,8,TRUE,TRUE
"893","14C",1,10,"CI20",202,893,7,TRUE,TRUE
"894","14C",1,14,"CI20",122,893,5,TRUE,TRUE
"895","14C",1,1,"CI20",655,897,38,TRUE,TRUE
"896","20C",1,1,"CI20",640,897,38,TRUE,TRUE
"897","14C",1,4,"CI20",177,897,16,TRUE,TRUE
"898","14C",1,7,"CI20",165,897,8,TRUE,TRUE
